heart_rate,oxygen_level,steps,sleep_hours,activity_level,stress_level
81,94.63,4762,7.1,Sedentary,4
98,100.0,230,3.9,Highly Active,4
81,99.08,4253,3.9,Active,9
73,95.54,16306,7.8,Sedentary,8
107,98.67,4824,4.9,Sedentary,2
73,98.14,310,6.5,Highly Active,7
79,100.0,2149,4.2,Active,6
81,98.34,350,6.0,Sedentary,7
88,97.82,14962,6.8,Sedentary,7
76,99.23,1922,3.4,Highly Active,7
97,95.76,4674,5.8,Active,4
53,99.16,3642,4.8,Active,8
60,99.25,18329,5.9,Sedentary,7
51,98.64,5298,5.9,Highly Active,9
61,98.84,2314,9.4,Highly Active,8
50,96.98,10991,6.3,Highly Active,1
76,98.27,2220,5.8,Active,10
61,99.92,4094,6.3,Active,9
97,98.85,11378,7.1,Sedentary,8
82,99.89,18760,7.1,Sedentary,2
75,99.85,6518,7.2,Active,4
78,100.0,4920,7.4,Sedentary,1
84,100.0,555,4.3,Active,3
92,96.91,6718,7.3,Active,5
64,94.33,5058,5.6,Active,1
54,99.82,714,6.5,Highly Active,1
80,96.13,3544,6.8,Highly Active,6
84,98.3,1147,6.9,Sedentary,4
79,100.0,1742,7.5,Active,1
83,100.0,17740,6.9,Sedentary,1
102,98.8,8726,5.4,Sedentary,10
86,97.34,16710,5.2,Active,3
51,98.62,4943,6.8,Active,8
73,99.98,8,7.7,Active,10
76,100.0,245,8.5,Active,4
90,97.44,1094,7.6,Active,2
76,100.0,10622,7.3,Sedentary,5
75,97.72,1577,2.7,Active,8
75,100.0,750,5.6,Highly Active,9
78,97.0,13813,7.0,Active,5
73,96.3,1816,5.5,Active,3
68,99.79,4886,5.1,Highly Active,6
72,99.56,2903,4.9,Sedentary,6
79,95.65,15881,9.1,Sedentary,5
84,97.86,8540,4.6,Highly Active,10
116,99.19,4235,6.2,Active,1
55,98.09,13917,5.4,Sedentary,4
83,99.9,9081,5.2,Active,4
97,98.84,11584,7.1,Sedentary,4
63,99.67,26580,7.7,Sedentary,6
85,98.51,1590,4.7,Active,4
69,100.0,1584,6.6,Active,1
64,98.37,5324,5.8,Highly Active,6
73,97.97,14234,5.1,Highly Active,8
73,97.31,1186,8.2,Highly Active,6
86,97.47,3874,4.9,Sedentary,3
53,98.64,5254,4.5,Active,1
87,99.47,4367,8.1,Sedentary,4
87,100.0,486,6.8,Highly Active,5
79,94.6,1120,4.7,Sedentary,9
93,97.71,6345,5.6,Active,7
67,98.27,3921,8.7,Sedentary,1
57,94.11,1374,6.1,Active,2
64,98.45,9340,7.3,Sedentary,10
66,95.76,11371,6.5,Sedentary,6
47,98.27,1651,8.7,Highly Active,3
55,96.89,460,8.2,Sedentary,7
78,98.53,13563,7.3,Active,10
89,99.16,23026,5.7,Highly Active,4
95,98.21,1186,6.5,Active,2
71,95.83,10798,6.2,Highly Active,3
64,98.77,717,5.6,Highly Active,9
95,96.29,22755,4.9,Sedentary,7
97,98.92,4211,8.5,Sedentary,6
85,100.0,5364,3.4,Sedentary,5
64,97.38,10104,8.5,Highly Active,2
55,100.0,2002,4.5,Active,4
91,99.23,3563,7.3,Active,5
93,100.0,6675,4.0,Highly Active,1
65,98.0,11243,8.2,Active,9
91,96.25,13366,2.9,Highly Active,5
96,96.77,5380,7.7,Sedentary,8
71,98.16,10161,6.7,Sedentary,2
79,96.61,1137,8.1,Sedentary,9
57,97.28,9522,7.4,Active,5
57,96.8,32,7.4,Highly Active,5
66,100.0,7048,7.8,Active,5
78,97.74,2705,7.2,Highly Active,4
84,97.86,12244,6.2,Sedentary,6
82,96.05,5926,6.7,Active,10
88,100.0,3564,6.1,Highly Active,2
78,100.0,4388,9.8,Sedentary,5
79,100.0,13207,6.4,Active,5
102,98.83,1987,5.2,Highly Active,6
82,100.0,3223,6.6,Sedentary,3
71,98.73,6263,7.5,Active,8
78,96.34,5998,7.3,Highly Active,6
69,100.0,5929,7.9,Active,5
72,97.35,4241,5.9,Highly Active,8
101,98.01,16885,6.6,Active,9
99,97.35,3984,6.3,Highly Active,10
60,98.26,1661,9.2,Active,2
77,98.68,2827,7.6,Sedentary,2
85,97.66,2004,6.3,Sedentary,3
86,99.47,7755,9.5,Highly Active,10
58,97.39,8608,5.6,Active,7
56,96.77,2268,7.0,Active,7
84,97.96,12338,7.1,Highly Active,5
96,96.7,2423,7.4,Active,5
65,99.72,3731,6.2,Sedentary,10
67,97.9,7649,5.2,Highly Active,8
44,97.54,5710,9.2,Active,8
87,96.85,4939,6.7,Sedentary,8
106,95.63,11067,4.9,Highly Active,4
56,100.0,8610,5.0,Active,3
95,95.26,1837,10.2,Highly Active,7
86,97.82,115,7.0,Sedentary,8
65,98.59,62041,5.6,Active,8
71,100.0,2333,7.0,Active,1
83,98.63,307,6.0,Active,2
82,93.96,1989,7.4,Highly Active,6
71,96.04,7735,7.0,Active,3
81,100.0,6209,6.5,Active,1
69,97.95,1621,6.4,Highly Active,6
73,95.87,1442,6.2,Active,4
71,95.32,4113,7.9,Active,9
53,96.16,17,9.6,Active,9
80,97.22,2754,5.9,Highly Active,9
40,100.0,169,6.0,Active,4
88,95.83,4311,6.4,Sedentary,2
68,100.0,2060,7.8,Sedentary,5
82,95.9,2024,8.3,Sedentary,9
79,95.14,4418,8.4,Sedentary,10
108,98.61,1125,6.2,Active,8
82,98.13,7112,6.2,Sedentary,9
76,100.0,12796,3.5,Sedentary,5
91,95.61,1514,5.5,Highly Active,1
99,98.45,7526,5.1,Sedentary,5
106,98.89,15325,4.8,Active,1
66,98.23,16337,5.8,Highly Active,4
65,97.91,1157,6.5,Highly Active,9
109,100.0,7535,8.5,Active,7
75,94.61,9291,8.2,Active,3
89,100.0,9826,4.8,Active,3
72,97.01,19063,7.1,Highly Active,6
82,95.71,6687,5.3,Highly Active,6
90,97.72,4888,8.5,Highly Active,4
94,98.27,2716,5.8,Sedentary,3
66,98.16,413,5.0,Highly Active,2
47,97.22,8848,6.6,Sedentary,9
97,100.0,140,8.5,Highly Active,2
95,95.73,464,9.5,Active,10
86,97.27,2847,5.6,Sedentary,10
72,97.94,18722,6.7,Active,5
70,97.91,4620,6.9,Active,10
95,95.78,1696,4.4,Active,6
70,98.2,15915,4.3,Highly Active,8
74,98.82,3232,5.9,Sedentary,5
79,98.87,8805,4.4,Active,1
73,96.52,4073,7.5,Highly Active,7
75,95.78,9165,6.6,Highly Active,6
101,96.19,1725,6.5,Active,1
82,96.4,1139,4.9,Sedentary,8
80,93.32,4325,3.9,Highly Active,1
87,97.57,2695,5.6,Active,9
58,97.73,6505,6.6,Active,7
90,95.95,10884,5.4,Highly Active,8
79,98.99,16224,4.9,Active,1
65,97.52,10005,5.9,Highly Active,2
82,96.9,9097,8.6,Highly Active,10
76,96.91,5283,6.7,Highly Active,6
91,99.62,16557,4.3,Sedentary,4
63,94.96,8590,3.5,Active,1
63,98.84,569,7.0,Highly Active,10
77,98.65,3179,7.2,Highly Active,8
70,95.97,1288,8.3,Active,2
54,94.34,3295,6.2,Sedentary,9
55,96.66,630,9.3,Highly Active,2
62,100.0,7908,5.1,Active,5
69,97.45,7308,7.0,Sedentary,9
94,100.0,2131,7.7,Sedentary,9
57,96.73,2921,2.6,Highly Active,5
79,98.38,358,8.2,Highly Active,9
57,93.82,21443,4.1,Active,9
54,97.84,2774,3.4,Sedentary,2
85,96.7,11770,4.9,Sedentary,6
86,100.0,2858,7.1,Sedentary,8
91,94.48,8293,7.0,Active,4
72,94.42,4492,7.0,Sedentary,3
79,98.21,26300,8.3,Highly Active,2
69,93.56,7122,6.0,Sedentary,5
61,97.59,7112,4.0,Highly Active,3
82,99.38,1741,7.9,Active,7
59,98.16,2561,5.7,Sedentary,6
50,97.81,612,6.0,Sedentary,4
104,100.0,6765,5.9,Sedentary,1
66,98.77,38138,3.3,Sedentary,1
71,98.59,18194,8.4,Sedentary,9
88,99.41,12496,5.5,Highly Active,2
75,97.72,4864,5.9,Highly Active,9
93,98.7,11434,6.2,Highly Active,7
80,96.63,5730,7.3,Active,6
88,95.39,4293,5.8,Active,2
45,97.79,1771,8.1,Highly Active,10
76,100.0,21102,9.3,Active,6
58,99.38,6383,9.0,Highly Active,9
71,97.21,3945,5.6,Sedentary,1
63,95.18,23400,5.9,Active,2
93,96.5,9922,5.2,Highly Active,2
90,95.47,15008,7.1,Active,7
54,97.3,3528,6.2,Sedentary,6
86,97.02,482,6.5,Sedentary,8
98,100.0,2508,6.9,Active,10
77,93.73,5236,6.0,Highly Active,2
85,95.83,1493,6.3,Highly Active,9
78,98.69,19427,6.3,Highly Active,9
78,98.55,16666,7.5,Sedentary,8
61,97.34,2123,5.3,Highly Active,7
111,99.93,7379,5.8,Highly Active,8
64,100.0,2014,4.9,Sedentary,2
72,98.04,2860,7.3,Highly Active,10
86,99.23,12245,5.2,Sedentary,4
56,96.08,6779,4.1,Highly Active,8
72,98.72,12511,7.0,Active,10
72,97.9,2991,7.8,Sedentary,7
66,99.35,79,2.8,Sedentary,4
75,97.3,1754,7.5,Sedentary,6
68,94.68,11790,6.2,Highly Active,1
89,99.42,2667,6.1,Sedentary,3
82,97.97,2696,4.8,Sedentary,6
72,96.67,4180,6.3,Active,5
75,98.27,2248,6.4,Highly Active,2
69,98.33,11519,9.9,Highly Active,9
81,98.81,6484,6.5,Highly Active,5
72,100.0,4198,8.3,Highly Active,8
81,97.37,2371,7.8,Sedentary,1
103,100.0,2158,4.3,Active,7
88,94.93,1658,6.6,Active,7
81,100.0,2969,5.4,Sedentary,5
71,96.31,281,4.9,Highly Active,4
64,99.61,10935,6.3,Sedentary,5
79,98.45,14405,8.2,Sedentary,7
96,100.0,340,3.1,Highly Active,2
79,99.63,7233,6.8,Sedentary,4
64,99.3,4936,6.3,Sedentary,3
105,96.2,1096,6.7,Sedentary,5
65,98.02,2077,5.8,Sedentary,7
98,97.61,5056,9.6,Sedentary,7
44,100.0,1001,7.1,Active,2
59,98.53,6246,4.9,Active,6
95,98.55,913,5.6,Sedentary,10
79,97.89,2674,6.9,Active,8
53,98.03,5801,5.3,Active,3
90,97.65,5730,4.5,Sedentary,10
74,99.6,789,8.2,Sedentary,9
97,97.99,4036,5.2,Active,9
84,98.43,1630,7.9,Highly Active,5
63,95.23,2837,5.2,Active,7
71,96.67,5610,5.9,Highly Active,10
86,96.84,485,6.2,Sedentary,8
64,96.23,46202,8.9,Sedentary,3
89,95.53,1285,6.2,Sedentary,1
81,98.21,8040,6.7,Active,1
85,97.87,12171,6.1,Active,3
82,98.59,13008,6.6,Highly Active,2
87,100.0,8606,5.4,Highly Active,2
61,95.46,16845,4.9,Highly Active,3
77,98.07,228,7.0,Highly Active,7
90,97.9,464,6.8,Sedentary,10
91,100.0,310,6.6,Highly Active,3
61,92.79,894,6.4,Active,3
106,97.21,11886,7.3,Active,5
101,97.98,15874,8.0,Highly Active,1
85,94.53,3794,4.9,Sedentary,9
64,97.62,1321,8.1,Highly Active,7
78,98.71,3817,8.5,Sedentary,2
44,100.0,6377,7.6,Sedentary,10
87,97.41,6651,7.4,Highly Active,6
93,97.34,28391,2.8,Highly Active,7
74,96.19,12550,6.6,Active,4
77,92.01,3153,6.4,Highly Active,3
77,98.12,299,4.8,Active,2
66,96.22,1761,5.6,Highly Active,9
112,98.37,3032,6.9,Sedentary,5
63,100.0,22577,6.2,Sedentary,2
88,98.4,15367,7.9,Sedentary,6
88,98.37,152,9.1,Highly Active,5
68,99.98,30523,7.9,Highly Active,1
60,100.0,2081,7.2,Sedentary,5
73,98.41,10453,6.3,Active,7
102,99.1,4929,5.7,Active,6
66,98.08,2966,4.2,Highly Active,7
88,95.6,14459,8.4,Active,3
49,98.38,19717,6.9,Active,5
66,99.55,915,7.3,Active,7
74,98.52,990,9.3,Active,8
67,99.51,2917,9.1,Active,1
47,98.65,11987,6.5,Highly Active,6
96,100.0,2870,6.5,Sedentary,3
95,96.59,16656,6.2,Active,8
50,95.92,3711,4.8,Sedentary,3
83,96.6,4078,3.2,Sedentary,10
79,99.62,9455,3.1,Sedentary,5
53,94.18,6404,6.4,Active,2
87,96.57,1584,7.7,Active,8
66,99.91,4856,5.3,Highly Active,7
40,97.62,564,9.1,Sedentary,8
77,95.5,8635,6.1,Highly Active,8
51,97.01,5122,5.2,Sedentary,10
92,100.0,914,4.4,Sedentary,3
70,97.63,10190,6.6,Highly Active,4
76,98.61,11428,3.5,Sedentary,9
82,97.6,9265,5.4,Highly Active,10
76,100.0,2793,6.6,Sedentary,4
66,97.37,8990,4.4,Active,2
91,96.86,6034,5.7,Active,6
73,99.43,5495,6.5,Highly Active,9
58,99.18,7324,4.7,Highly Active,10
73,98.39,11236,7.9,Active,2
74,99.38,29873,5.0,Highly Active,3
76,96.88,9069,6.2,Sedentary,10
75,99.6,4081,6.3,Highly Active,6
43,96.86,1220,5.4,Sedentary,7
75,97.98,1813,4.9,Active,9
87,96.26,32468,7.8,Highly Active,9
51,96.93,10081,5.6,Highly Active,8
53,95.88,4829,8.1,Sedentary,4
87,96.82,1681,6.7,Active,7
75,96.31,2473,5.0,Active,1
50,100.0,6397,5.0,Sedentary,6
109,94.01,1259,5.7,Active,4
58,99.4,4816,6.2,Highly Active,10
58,97.78,6394,5.6,Active,6
70,96.78,2916,5.4,Highly Active,1
79,95.75,2419,6.2,Highly Active,3
103,95.65,1704,5.8,Sedentary,4
95,100.0,22959,5.0,Sedentary,3
70,96.95,6466,6.7,Active,7
85,97.09,2532,3.7,Active,2
47,99.14,9569,5.1,Sedentary,2
77,97.87,2390,4.8,Sedentary,6
71,93.46,4906,5.1,Highly Active,7
89,95.86,184,4.9,Highly Active,8
84,98.38,13122,4.1,Highly Active,9
79,96.08,21953,6.1,Sedentary,5
81,100.0,14057,5.9,Highly Active,8
68,95.47,1314,6.5,Sedentary,6
89,95.76,12212,6.9,Active,7
81,95.9,2983,7.1,Sedentary,1
72,99.01,19273,5.3,Active,6
76,95.56,2488,6.6,Active,8
87,100.0,656,6.1,Highly Active,5
89,100.0,13417,6.3,Active,9
69,99.81,868,5.8,Active,3
61,94.68,5458,5.3,Highly Active,3
68,93.67,9899,5.8,Highly Active,7
67,99.0,458,5.1,Highly Active,6
80,97.13,13682,5.7,Active,2
79,98.41,2486,4.1,Active,5
93,99.16,16313,8.1,Highly Active,2
40,98.32,11327,8.7,Sedentary,8
72,100.0,18033,7.0,Highly Active,6
98,97.12,2014,5.9,Sedentary,4
92,100.0,12082,6.1,Highly Active,7
86,94.87,1230,7.1,Active,10
92,100.0,115,7.9,Highly Active,5
87,95.46,6495,7.3,Sedentary,3
58,98.58,1139,4.7,Sedentary,6
74,98.12,5029,6.9,Sedentary,6
77,96.5,3409,4.4,Active,3
75,100.0,555,3.6,Active,5
66,96.27,4961,7.8,Sedentary,2
77,100.0,6159,6.9,Sedentary,9
49,96.0,1714,8.8,Active,2
81,100.0,9424,8.0,Sedentary,4
42,96.56,5605,6.9,Sedentary,9
98,100.0,4010,4.1,Sedentary,5
71,93.77,7760,6.2,Highly Active,8
50,95.53,1128,8.5,Sedentary,3
78,94.03,15220,6.7,Sedentary,9
88,97.34,3266,6.9,Sedentary,7
62,97.28,2922,7.4,Sedentary,6
72,97.73,1608,6.1,Sedentary,10
54,95.45,4416,8.4,Highly Active,9
68,97.32,3504,7.3,Active,5
98,96.78,1312,6.5,Sedentary,2
64,96.84,11361,5.9,Highly Active,3
69,99.56,21379,6.3,Active,5
77,99.26,14260,5.2,Sedentary,4
109,95.05,1233,5.0,Sedentary,2
58,97.76,9749,6.1,Highly Active,10
59,100.0,4638,4.8,Sedentary,6
67,98.86,7769,6.5,Sedentary,9
66,98.93,6511,5.0,Active,6
76,95.99,12989,5.8,Highly Active,7
64,96.88,1641,7.6,Highly Active,4
55,100.0,4835,3.5,Active,3
55,97.26,12454,7.7,Active,8
67,97.51,10330,6.6,Highly Active,7
84,98.37,10267,4.1,Active,3
77,98.95,7955,5.2,Highly Active,7
63,100.0,6732,6.3,Highly Active,8
58,98.2,4978,7.0,Active,10
90,97.77,3230,8.0,Highly Active,2
95,100.0,5040,5.1,Sedentary,9
82,97.88,13456,5.8,Sedentary,9
80,96.07,5917,7.8,Active,10
42,93.62,29687,8.1,Highly Active,7
83,98.74,1076,6.0,Highly Active,5
98,97.73,4073,5.7,Highly Active,10
91,100.0,1564,7.2,Active,8
90,97.56,3180,3.4,Sedentary,9
64,99.54,12192,6.5,Sedentary,8
72,98.18,226,5.8,Active,7
57,98.45,14383,8.1,Highly Active,7
81,98.48,16475,5.0,Active,6
89,98.31,3310,5.4,Highly Active,9
90,98.16,1292,4.3,Active,1
78,98.12,3539,5.7,Active,5
99,100.0,944,9.8,Highly Active,6
86,98.08,13929,6.8,Active,6
77,100.0,1023,3.9,Sedentary,1
75,96.22,14788,2.9,Active,4
84,95.7,18316,4.8,Sedentary,2
69,94.41,782,6.6,Active,7
83,100.0,8860,8.4,Highly Active,5
68,93.69,10685,5.8,Active,8
62,96.39,5823,7.5,Active,1
92,97.63,3015,8.5,Sedentary,2
71,100.0,2245,7.8,Active,10
70,93.21,20363,8.7,Highly Active,9
83,99.72,4075,3.0,Active,6
67,96.94,12925,7.1,Highly Active,5
78,97.91,8988,8.4,Active,10
69,96.52,7473,7.2,Active,9
40,100.0,24690,6.3,Sedentary,10
78,96.21,9244,5.4,Highly Active,3
80,99.8,13264,8.7,Highly Active,1
43,100.0,329,6.4,Highly Active,6
54,100.0,39211,5.6,Highly Active,7
76,100.0,8487,7.2,Active,9
76,96.83,10082,6.5,Sedentary,4
51,99.86,1826,9.1,Active,1
66,96.68,3149,7.7,Sedentary,2
78,100.0,3743,8.5,Active,6
90,98.75,6466,7.6,Sedentary,1
81,95.65,10855,8.5,Active,7
82,97.5,13746,5.3,Highly Active,8
62,100.0,2233,5.5,Highly Active,3
75,97.43,2948,5.6,Sedentary,10
90,97.87,94,6.3,Active,7
71,94.94,3111,5.9,Active,10
74,96.26,5217,7.5,Highly Active,5
61,96.28,739,6.4,Sedentary,8
92,96.23,3741,5.3,Active,1
99,96.19,6369,7.7,Highly Active,2
81,99.48,11401,5.1,Highly Active,8
50,97.08,10181,4.8,Highly Active,8
85,99.17,3633,8.3,Active,4
58,98.49,267,6.0,Highly Active,4
72,96.56,14412,5.7,Sedentary,4
93,100.0,11475,7.5,Active,9
68,95.62,15000,5.0,Sedentary,7
51,96.7,6661,8.0,Highly Active,6
80,97.28,11334,8.6,Sedentary,10
80,93.13,1143,9.9,Highly Active,9
67,95.71,3090,8.5,Highly Active,4
70,97.54,9814,5.9,Highly Active,2
88,98.54,11725,4.4,Highly Active,9
53,98.46,9469,5.8,Active,5
69,97.52,4532,6.9,Highly Active,6
52,96.49,7628,6.6,Active,7
68,96.81,2452,6.5,Highly Active,4
74,98.3,30845,8.0,Active,3
106,95.81,1289,6.7,Highly Active,9
64,98.79,9001,7.5,Sedentary,2
90,100.0,1178,7.2,Sedentary,6
49,93.48,2308,6.9,Highly Active,3
75,99.07,9671,7.9,Highly Active,9
86,99.02,931,4.8,Sedentary,3
63,100.0,1596,6.7,Active,5
43,97.62,25273,5.1,Highly Active,3
65,98.81,24,6.9,Active,5
90,98.27,1636,7.4,Sedentary,6
82,98.36,1826,7.9,Highly Active,9
78,97.42,1611,6.7,Active,1
77,100.0,3727,6.3,Sedentary,3
67,94.91,1332,4.3,Sedentary,9
93,96.37,7695,8.0,Active,8
86,94.57,5887,7.4,Active,6
105,94.61,6935,5.7,Active,4
103,97.55,3568,6.5,Active,1
102,99.06,1699,6.8,Highly Active,10
67,98.76,46910,6.1,Active,10
52,99.22,419,6.7,Sedentary,4
100,96.75,11638,4.2,Sedentary,7
85,100.0,1239,5.9,Sedentary,4
82,97.93,7651,7.0,Active,8
68,100.0,4494,5.4,Active,9
80,97.17,12786,7.1,Sedentary,7
90,96.62,9194,9.6,Sedentary,5
84,98.56,1324,4.8,Active,7
65,95.44,7660,3.8,Highly Active,10
98,95.41,1713,8.3,Sedentary,6
76,100.0,1298,9.6,Active,3
85,98.21,615,7.1,Highly Active,6
87,97.39,845,6.5,Sedentary,2
106,100.0,8519,5.5,Sedentary,5
81,96.54,33905,7.3,Active,7
74,100.0,7885,6.5,Sedentary,9
91,96.47,10686,3.9,Highly Active,2
79,100.0,15388,7.0,Sedentary,8
78,96.57,2181,5.2,Active,3
45,98.14,6494,7.9,Highly Active,6
73,100.0,1709,4.8,Sedentary,2
53,97.31,5220,7.4,Active,9
40,98.0,1638,5.6,Sedentary,9
54,100.0,647,7.8,Active,5
69,97.51,26197,5.3,Active,2
79,100.0,42,4.2,Active,3
82,97.53,8202,6.6,Sedentary,2
73,98.39,8620,7.0,Sedentary,1
59,99.13,3004,6.9,Sedentary,10
96,98.0,5270,6.7,Active,10
57,97.27,303,3.5,Active,5
59,99.91,2176,5.4,Active,3
75,97.12,784,6.9,Sedentary,3
75,100.0,4795,8.1,Highly Active,5
89,98.29,26285,8.3,Sedentary,2
60,98.62,1183,5.5,Active,5
90,98.28,314,5.6,Highly Active,7
73,100.0,1042,5.9,Active,7
87,97.31,24261,6.4,Active,9
86,100.0,2176,6.5,Highly Active,3
99,98.77,900,5.6,Highly Active,7
57,98.86,25634,7.4,Highly Active,6
77,99.02,2350,6.7,Highly Active,2
72,98.24,2195,6.7,Active,3
54,97.49,7044,6.4,Highly Active,8
45,97.84,7420,7.5,Active,1
58,97.76,4234,8.9,Highly Active,2
73,98.8,1425,8.7,Sedentary,5
80,98.07,4663,4.9,Sedentary,3
70,96.62,48273,3.3,Active,4
82,97.31,12776,7.3,Highly Active,9
60,95.25,25592,6.5,Sedentary,1
81,93.78,18232,6.4,Active,7
73,98.11,12020,7.1,Highly Active,4
71,98.53,2853,6.1,Highly Active,9
74,95.71,9164,4.1,Active,9
66,98.97,3478,4.8,Active,9
85,99.16,18665,10.4,Highly Active,1
97,94.01,8418,3.7,Active,10
68,97.62,470,5.7,Active,2
72,100.0,908,6.8,Highly Active,4
103,97.92,6065,2.7,Highly Active,9
68,97.01,11223,8.8,Highly Active,8
65,95.27,11019,5.5,Highly Active,7
73,100.0,3873,6.6,Active,8
68,95.35,2094,7.2,Active,3
64,100.0,10849,4.1,Highly Active,4
53,97.18,20185,10.1,Highly Active,8
98,98.35,4111,6.7,Highly Active,7
83,97.71,1034,6.0,Sedentary,4
99,95.56,6586,4.8,Highly Active,7
89,96.41,520,6.8,Sedentary,1
49,93.71,1329,6.7,Active,2
61,97.66,5079,8.6,Highly Active,9
69,100.0,6875,8.2,Active,9
47,98.91,12293,6.1,Sedentary,9
72,97.88,1179,8.3,Highly Active,7
98,97.16,4364,8.8,Sedentary,5
64,100.0,23181,8.9,Sedentary,3
84,95.68,14852,5.1,Active,2
60,99.02,2608,7.6,Highly Active,8
71,96.16,1946,4.4,Active,6
74,96.7,4622,5.8,Active,9
40,97.37,18294,4.8,Highly Active,7
62,96.74,6651,6.9,Sedentary,4
78,100.0,12660,5.5,Sedentary,5
81,96.0,8337,6.9,Highly Active,5
57,100.0,749,4.7,Sedentary,9
74,98.49,15565,7.2,Active,3
75,100.0,1558,5.9,Active,9
97,96.48,3197,6.1,Active,10
78,99.91,12840,4.5,Sedentary,4
72,99.78,27114,8.0,Highly Active,8
64,96.85,2604,6.7,Highly Active,6
84,97.23,3383,7.3,Highly Active,7
71,94.96,4653,4.6,Highly Active,3
66,95.85,4824,7.5,Active,1
70,97.68,11892,5.8,Active,5
85,95.3,33002,8.6,Highly Active,3
67,98.92,11416,7.1,Highly Active,2
75,100.0,2495,7.2,Active,5
66,100.0,3104,3.6,Highly Active,3
77,100.0,6737,8.1,Highly Active,6
76,94.17,8123,7.2,Sedentary,2
63,98.92,660,8.4,Active,9
87,94.26,2948,5.6,Active,7
53,95.54,1585,5.4,Sedentary,5
92,99.91,4963,8.9,Sedentary,4
79,98.76,1293,7.9,Sedentary,9
83,100.0,6085,4.4,Highly Active,2
50,97.67,4409,6.5,Active,9
98,98.58,7328,6.8,Active,4
72,96.18,3769,5.7,Sedentary,3
76,99.94,3567,5.5,Active,4
57,97.99,7371,6.6,Active,7
53,98.53,413,8.0,Highly Active,8
78,100.0,3965,5.0,Active,8
64,100.0,1522,3.3,Sedentary,1
66,97.31,275,5.9,Highly Active,8
75,99.2,247,7.2,Highly Active,7
82,96.64,3983,5.0,Highly Active,6
76,97.76,5854,6.9,Active,1
88,99.62,11124,5.5,Active,1
90,99.56,6550,7.6,Highly Active,4
100,97.47,259,7.8,Sedentary,3
58,100.0,2476,6.6,Active,6
52,94.98,8250,7.3,Sedentary,4
95,95.33,2208,5.8,Highly Active,7
64,100.0,6316,5.4,Sedentary,1
40,97.47,6483,6.1,Active,3
70,94.04,2548,7.4,Active,7
93,97.63,5934,10.3,Highly Active,1
70,96.84,847,8.4,Sedentary,6
48,96.31,9087,8.8,Sedentary,5
70,100.0,159,6.3,Highly Active,4
72,94.43,252,5.7,Sedentary,3
69,96.69,14295,3.2,Active,9
64,98.37,6077,5.6,Active,10
64,94.84,1245,4.4,Active,9
85,100.0,6443,7.7,Sedentary,3
66,96.35,3233,6.2,Sedentary,10
77,95.62,2202,4.5,Active,6
77,99.25,11674,7.3,Sedentary,1
65,99.17,4541,7.0,Highly Active,8
63,97.97,2432,4.8,Active,6
76,96.07,20139,8.8,Active,3
50,97.02,1262,5.4,Highly Active,5
104,98.06,1072,7.4,Highly Active,8
66,96.28,717,6.3,Highly Active,8
86,100.0,2040,7.9,Sedentary,7
72,95.28,8393,4.9,Sedentary,5
68,100.0,7800,9.2,Highly Active,10
54,97.59,10092,4.6,Sedentary,1
76,95.22,5999,4.9,Highly Active,4
66,98.97,4749,8.9,Sedentary,7
71,98.83,14536,7.0,Highly Active,8
89,99.34,15548,4.9,Highly Active,10
59,96.55,2256,9.3,Highly Active,9
76,100.0,1198,9.8,Sedentary,5
96,97.29,2062,3.7,Sedentary,9
70,99.57,4838,5.8,Sedentary,3
71,99.48,18215,7.5,Highly Active,7
89,98.73,1366,6.3,Highly Active,4
96,98.86,6071,5.7,Highly Active,1
72,96.06,1719,7.3,Highly Active,1
105,97.3,7925,7.5,Active,6
48,95.97,4379,9.0,Sedentary,3
61,99.87,9258,3.9,Active,8
67,97.02,13571,5.0,Active,7
90,97.18,2853,5.4,Sedentary,10
78,96.91,19486,10.1,Sedentary,8
64,97.0,4423,8.8,Sedentary,4
58,97.71,19312,6.9,Sedentary,6
52,97.27,1835,6.4,Highly Active,7
82,98.37,15917,7.2,Highly Active,4
69,97.61,2842,8.3,Sedentary,10
53,99.57,24134,6.9,Active,9
81,98.56,17026,6.0,Active,5
65,98.09,2961,3.8,Active,6
66,98.94,6639,5.5,Sedentary,10
76,95.63,8565,5.9,Highly Active,7
74,97.09,5439,7.2,Highly Active,5
61,99.17,13209,6.9,Sedentary,9
82,97.08,420,4.4,Sedentary,10
93,100.0,6408,6.5,Highly Active,6
71,100.0,5215,5.7,Active,5
83,98.55,281,6.1,Active,6
72,98.13,90,6.6,Highly Active,9
111,100.0,6522,8.4,Sedentary,2
75,92.9,879,5.8,Active,5
85,98.71,10243,9.0,Active,2
92,100.0,20866,4.5,Sedentary,4
65,94.56,1367,5.2,Sedentary,5
85,96.3,11216,6.4,Active,10
87,99.91,6265,4.7,Sedentary,8
81,97.7,4159,4.5,Active,2
86,99.01,7355,6.6,Sedentary,7
65,94.06,11348,4.5,Highly Active,9
107,95.07,24698,5.1,Sedentary,4
40,97.0,7562,6.4,Active,1
62,100.0,9619,9.1,Highly Active,8
54,99.4,6547,6.2,Sedentary,1
100,96.09,5828,6.7,Highly Active,5
73,96.31,469,4.8,Active,4
60,99.22,1180,4.9,Highly Active,8
65,98.21,3338,3.1,Active,7
52,98.81,7339,5.0,Sedentary,2
84,97.13,552,7.6,Active,6
85,96.92,5503,5.6,Sedentary,9
